sido,city,gu,dong,apt,supply_year,supply_month,households,pyeong_info,brand
강원도,홍천군,홍천군 전체,홍천읍,스위트 클래스 더 스카이 45,2026,2026-10,264,일반/국평형,(주)무궁화신탁
전북특별자치도,완주군,완주군 전체,봉동읍,봉동 한양립스 센텀포레,2026,2026-10,256,일반/국평형,봉동지역주택조합
경상남도,밀양시,밀양시 전체,삼문동,삼문 시그니처 웰가,2026,2026-10,232,일반/국평형,대한토지신탁(주)
경기도,성남시,수정구,금토로,성남 금토지구 A-3블록 중흥S-클래스 (사전청약),2026,2026-10,229,일반/국평형,세종건설산업(주)
강원특별자치도,홍천군,홍천군 전체,홍천읍,대상 웰라움 홍천,2026,2026-10,200,일반/국평형,대신자산신탁 주식회사
울산광역시,울산광역시,남구,신정동,e편한세상 신정 스카이하임,2026,2026-10,158,일반/국평형,신영부동산신탁 주식회사
서울특별시,서울특별시,강남구,도곡동,래미안 레벤투스,2026,2026-10,133,일반/국평형,도곡삼호아파트재건축정비사업조합
경기도,파주시,운정3지구,A46BL,운정3 제일풍경채(A46BL) (본청약),2026,2026-10,121,일반/국평형,"(주)파주운정46피에프브이,(주)웰메이드스페이스"
제주특별자치도,서귀포시,서귀포시 전체,서홍동,서귀포시 서홍동 형남아파트6차,2026,2026-10,94,일반/국평형,(주)승미주택
서울특별시,서울특별시,동작구,신대방동,동작 보라매역 프리센트,2026,2026-10,91,일반/국평형,대신자산신탁 주식회사
울산광역시,울산광역시,울주군,온양읍,남울산 노르웨이숲(조합원 취소분)(2회차),2026,2026-10,52,일반/국평형,울산온양발리스타지역주택조합
경기도,부천시,오정구,여월동,여월 중앙하이츠 아르비채,2026,2026-10,37,일반/국평형,여월동 광남복지 가로주택정비사업조합
경기도,시흥시,시흥시 전체,은행동,시흥 은계 에피트,2026,2026-10,30,일반/국평형,신극동아파트 가로주택정비사업조합
경기도,시흥시,시흥시 전체,은행동,시흥 은계 에피트(조합원 취소분),2026,2026-10,24,일반/국평형,신극동아파트 가로주택정비사업조합
울산광역시,울산광역시,울주군,청량읍,문수데시앙2단지 공가세대 일반공급,2026,2026-10,22,일반/국평형,울산광역시도시공사
서울특별시,서울특별시,서초구,방배동,디에이치 방배,2026,2026-09,1244,일반/국평형,방배5구역주택재건축정비사업조합
강원특별자치도,강릉시,강릉시 전체,견소동,강릉 모아미래도 오션리버,2026,2026-09,561,일반/국평형,(주)미래도건설
강원특별자치도,춘천시,춘천시 전체,동면,춘천 금호어울림 더 퍼스트,2026,2026-09,543,일반/국평형,주식회사 하나자산신탁
경기도,양주시,양주회천지구,A12BL,회천중앙역 대광로제비앙(본청약),2026,2026-09,541,일반/국평형,공공제1호양주회천피에프브이(주)
충청남도,아산시,아산시 전체,신창면,아산 신창1차 광신프로그레스,2026,2026-09,450,일반/국평형,(주)유노산업
경기도,의정부시,의정부시 전체,신곡동,e편한세상 신곡 시그니처뷰,2026,2026-09,407,일반/국평형,장암생활권3구역주택재개발정비사업조합
광주광역시,광주광역시,북구,연제동,연제첨단 광신프로그레스,2026,2026-09,380,일반/국평형,(주)아람주택
경기도,파주시,파주시 전체,운정3,파주 운정3 이지더원(A44BL),2026,2026-09,379,일반/국평형,(주)이지종합개발
경기도,부천시,부천시 전체,송내동,송내역 푸르지오 센트비엔,2026,2026-09,225,일반/국평형,송내1-1구역주택재건축정비사업조합
경기도,안산시,단원구,고잔동,한화포레나 안산고잔2차,2026,2026-09,178,일반/국평형,고잔연립9구역 주택재건축 정비사업조합
부산광역시,부산광역시,연제구,거제동,거제역 양우내안애 아시아드,2026,2026-09,168,일반/국평형,케이비부동산신탁(주)
서울특별시,서울특별시,성북구,보문동,보문 센트럴 아이파크,2026,2026-09,87,일반/국평형,보문제5구역주택재개발정비사업조합
광주광역시,광주광역시,서구,마륵동,상무 양우내안에 퍼스트힐(조합원 취소분),2026,2026-09,72,일반/국평형,마륵동연화지역주택조합
광주광역시,광주광역시,북구,동림동,운암산공원 진아리채 그랑뷰,2026,2026-09,69,일반/국평형,운암산 진아리채 지역주택조합
인천광역시,인천광역시,부평구,갈산동,중앙하이츠 갈산역 센트럴,2026,2026-09,50,일반/국평형,백조아파트소규모재건축정비사업조합
경상남도,창원시,성산구,신월동,창원 센트럴 아이파크,2026,2026-09,36,일반/국평형,신월2주택재건축정비사업조합
경기도,평택시,평택시 전체,장안동,평택 브레인시티 2BL 대광로제비앙 모아엘가,2026,2026-08,1700,일반/국평형,주식회사 포레지아
충청남도,아산시,아산시 전체,탕정면,탕정 푸르지오 리버파크,2026,2026-08,1626,일반/국평형,케이비부동산신탁(주)
경기도,수원시,권선구,세류동,매교역 팰루시드,2026,2026-08,1234,일반/국평형,권선113의6구역주택재개발정비사업조합
강원특별자치도,춘천시,춘천시 전체,삼천동,춘천 레이크시티 아이파크,2026,2026-08,874,일반/국평형,주식회사 하나자산신탁
강원특별자치도,강릉시,강릉시 전체,견소동,강릉 오션시티 아이파크,2026,2026-08,794,일반/국평형,주식회사 하나자산신탁
광주광역시,광주광역시,서구,풍암동,위파크 더 센트럴,2026,2026-08,625,일반/국평형,중앙파크 주식회사
충청북도,청주시,흥덕구,송절동,해링턴 플레이스 테크노폴리스,2026,2026-08,602,일반/국평형,신한자산신탁 주식회사
경기도,이천시,이천시 전체,증포동,이천자이 더 리체,2026,2026-08,558,일반/국평형,교보자산신탁(주)
서울특별시,서울특별시,서초구,반포동,반포 래미안 트리니원,2026,2026-08,506,일반/국평형,반포아파트(제3주구) 주택재건축정비사업조합
충청남도,논산시,논산시 전체,연무읍,논산 푸르지오 더 퍼스트,2026,2026-08,433,일반/국평형,우리자산신탁 주식회사
경기도,평택시,고덕국제화계획지구,A-48블록,평택 고덕국제신도시 A48블록 금성백조 예미지,2026,2026-08,431,일반/국평형,(주)금성백조건설
경기도,파주시,운정3지구,A21BL,파주 운정신도시 우미 린 더 센텀,2026,2026-08,418,일반/국평형,(주)명일건설
서울특별시,서울특별시,강서구,마곡동,마곡지구 17단지 토지임대부(본청약),2026,2026-08,381,일반/국평형,서울주택도시개발공사
울산광역시,울산광역시,남구,옥동,옥동 경남아너스빌 ubc,2026,2026-08,320,일반/국평형,(주)유비씨플러스
인천광역시,인천광역시,중구,영종하늘도시,운서역 대라수 어썸에듀,2026,2026-08,311,일반/국평형,주은주택건설주식회사
경상남도,거제시,거제시 전체,아주동,오션 월드메르디앙 더 리치먼드,2026,2026-08,221,일반/국평형,교보자산신탁(주)
울산광역시,울산광역시,남구,신정동,문수로 롯데캐슬 그랑파르크,2026,2026-08,193,일반/국평형,(주)한국토지신탁
서울특별시,서울특별시,강북구,도봉로,엘리프 미아역 2단지,2026,2026-08,160,일반/국평형,주식회사 케이티앤지
경기도,평택시,평택시 전체,평택동,평택역 더센트럴45,2026,2026-08,99,일반/국평형,코리아신탁주식회사
광주광역시,광주광역시,서구,광천동,광주 서구 광천동 PH543,2026,2026-08,99,일반/국평형,주식회사 하나자산신탁
울산광역시,울산광역시,울주군,온양읍,센텀 엘카사,2026,2026-08,74,일반/국평형,우리자산신탁(주)
서울특별시,서울특별시,강북구,도봉로,엘리프 미아역 1단지,2026,2026-08,66,일반/국평형,주식회사 케이티앤지
경기도,부천시,오정구,고강동,고강역 신원아침도시 퍼스티지,2026,2026-08,47,일반/국평형,건우아파트가로주택정비사업조합
광주광역시,광주광역시,동구,지산동,무등산 더힐(조합원 취소분),2026,2026-08,33,일반/국평형,지산동지역주택조합
대전광역시,대전광역시,유성구,용계동,도안 우미린 트리쉐이드,2026,2026-07,1375,일반/국평형,코리아신탁(주)
인천광역시,인천광역시,서구,원당동,e편한세상 검단 웰카운티(국민주택),2026,2026-07,1166,일반/국평형,"인천도시공사,디엘이앤씨㈜,신동아건설㈜,㈜국원건설,㈜선두종합건설,㈜보광종합건설,청암종합건설㈜"
부산광역시,부산광역시,강서구,에코델타시티,부산에코델타시티 디에트르 더 퍼스트(28BL),2026,2026-07,972,일반/국평형,디비건설(주)
인천광역시,인천광역시,서구,검단신도시,e편한세상 검단 에코비스타,2026,2026-07,732,일반/국평형,우리자산신탁 주식회사
충청북도,청주시,흥덕구,복대동,복대자이 더 스카이,2026,2026-07,715,일반/국평형,우리자산신탁 주식회사
경기도,평택시,평택시 전체,현덕면,평택화양 서희스타힐스 센트럴파크,2026,2026-07,713,일반/국평형,평택화양지구지역주택조합
경기도,화성시,화성시 전체,신동,동탄신도시 금강펜테리움 7차 센트럴파크,2026,2026-07,662,일반/국평형,주식회사 하이아트이앤씨
경기도,파주시,파주시 전체,동패동,파주운정3 A22블록 공공분양주택(본청약),2026,2026-07,642,일반/국평형,한국토지주택공사 경기북부지역본부
경상북도,고령군,고령군 전체,다산면,다산 월드메르디앙 센텀하이,2026,2026-07,463,일반/국평형,한국투자부동산신탁 주식회사
인천광역시,인천광역시,미추홀구,숭의동,e편한세상 제물포역 파크메종,2026,2026-07,449,일반/국평형,숭의3주택재개발정비사업조합
광주광역시,광주광역시,광산구,운수동,광주 선운2지구 예다음(B-2블록)(본청약),2026,2026-07,395,일반/국평형,(주)영무건설
울산광역시,울산광역시,울주군,온양읍,남울산 노르웨이숲,2026,2026-07,332,일반/국평형,울산온양발리스타지역주택조합
인천광역시,인천광역시,서구,원당동,e편한세상 검단 웰카운티(민영주택),2026,2026-07,292,일반/국평형,"인천도시공사,디엘이앤씨㈜,신동아건설㈜,㈜국원건설,㈜선두종합건설,㈜보광종합건설,청암종합건설㈜"
세종특별자치시,행정중심복합도시,행정중심복합도시 전체,4-2생활권,세종 금강펜테리움 더 시글로(4-2생활권 H3BL) (사전청약),2026,2026-07,272,일반/국평형,금강종합건설 주식회사
충청남도,천안시,동남구,문화동,트루엘 시그니처 천안역,2026,2026-07,236,일반/국평형,주식회사 코람코자산신탁
제주특별자치도,제주시,제주시 전체,연동,더샵 연동애비뉴,2026,2026-07,204,일반/국평형,케이비부동산신탁(주)
경기도,이천시,이천시 전체,증일동,힐스테이트 이천역 2단지,2026,2026-07,168,일반/국평형,중리신도시현대지역주택조합
경기도,의정부시,의정부시 전체,의정부동,의정부역 파밀리에Ⅱ,2026,2026-07,150,일반/국평형,주식회사 하나자산신탁
경기도,이천시,이천시 전체,증일동,힐스테이트 이천역 1단지,2026,2026-07,146,일반/국평형,중리신도시현대지역주택조합2
서울특별시,서울특별시,서대문구,영천동,경희궁 유보라,2026,2026-07,108,일반/국평형,영천구역주택재개발정비사업조합
서울특별시,서울특별시,서초구,잠원동,오티에르 반포,2026,2026-07,86,일반/국평형,신반포21차아파트주택재건축정비사업조합
서울특별시,서울특별시,강동구,길동,디 아테온(THE ATHEON),2026,2026-07,64,일반/국평형,(주)무궁화신탁
경기도,평택시,평택시 전체,현덕면,평택화양 서희스타힐스 센트럴파크(조합원 취소분),2026,2026-07,47,일반/국평형,평택화양지구지역주택조합
울산광역시,울산광역시,울주군,온양읍,남울산 노르웨이숲(조합원 취소분),2026,2026-07,31,일반/국평형,울산온양발리스타지역주택조합
인천광역시,인천광역시,미추홀구,숭의동,e편한세상 제물포역 파크메종(조합원 취소분),2026,2026-07,29,일반/국평형,숭의3주택재개발정비사업조합
서울특별시,서울특별시,강북구,미아동,북서울자이 폴라리스(보류지),2026,2026-07,6,일반/국평형,미아제3구역주택재개발정비사업조합
인천광역시,인천광역시,중구,영종국제도시,제일풍경채 영종국제도시 A16BL(사전청약),2026,2026-06,1239,일반/국평형,(주)제이아이주택
강원특별자치도,원주시,원주시 전체,단구동,원주자이 센트로,2026,2026-06,970,일반/국평형,한국투자부동산신탁 주식회사
경기도,오산시,오산세교2지구,A13블록,오산세교2지구 A-13블록 호반써밋 본청약,2026,2026-06,850,일반/국평형,(주)호반자산개발
경기도,광주시,광주시 전체,송정동,광주 송정 중흥S-클래스 파크뷰,2026,2026-06,840,일반/국평형,송정파크(주)
경기도,이천시,이천시 전체,이천중리,이천중리B1-BL 우미린 어반퍼스트,2026,2026-06,785,일반/국평형,(주)이천중리제일차피에프브이
인천광역시,인천광역시,서구,원당동,칸타빌 더 스위트,2026,2026-06,625,일반/국평형,"㈜대원에스앤디, 에이치엔개발㈜"
경기도,의왕시,의왕시 전체,내손동,인덕원 퍼스비엘,2026,2026-06,586,일반/국평형,의왕내손라주택재개발정비사업조합
부산광역시,부산광역시,수영구,광안동,드파인 광안,2026,2026-06,567,일반/국평형,광안2구역주택재개발정비사업조합
대전광역시,대전광역시,동구,삼성동,e편한세상 대전역 센텀비스타,2026,2026-06,400,일반/국평형,주식회사 케이티앤지
울산광역시,울산광역시,울주군,삼남읍,울산KTX 우방 아이유쉘 퍼스트,2026,2026-06,344,일반/국평형,(주)우방
부산광역시,부산광역시,남구,문현동,롯데캐슬 인피니엘,2026,2026-06,303,일반/국평형,문현제일 지역주택조합
대구광역시,대구광역시,달서구,본동,더샵 달서센트엘로,2026,2026-06,272,일반/국평형,신한자산신탁 주식회사
전라남도,장성군,장성군 전체,장성읍,장성 남양휴튼 리버파크,2026,2026-06,180,일반/국평형,대한토지신탁(주)
부산광역시,부산광역시,연제구,연산동,시청역 해모로 센티아,2026,2026-06,131,일반/국평형,연산5구역 재개발정비사업조합
부산광역시,부산광역시,금정구,남산동,e편한세상 금정 메종카운티,2026,2026-06,123,일반/국평형,남산1구역주택재건축정비사업조합
경상북도,울진군,울진군 전체,후포면,울진후포 오션더캐슬,2026,2026-06,123,일반/국평형,대한토지신탁(주)
부산광역시,부산광역시,사하구,장림동,ESTIA 신장림 센트럴,2026,2026-06,108,일반/국평형,대승건설산업 주식회사
경기도,파주시,파주시 전체,금촌동,파주금촌 금호어울림(조합원 취소분),2026,2026-06,60,일반/국평형,파주시금촌2동제2지구주택재개발정비사업조합
광주광역시,광주광역시,광산구,선운로,선운지구다사로움 공가세대 일반공급,2026,2026-06,27,일반/국평형,광주광역시도시공사
경상북도,포항시,북구,학산동,학산 한신더휴 엘리트파크,2026,2026-05,1455,일반/국평형,우리자산신탁 주식회사
경상남도,창원시,의창구,사화동,창원 롯데캐슬 포레스트 1BL,2026,2026-05,967,일반/국평형,대신자산신탁 주식회사
강원특별자치도,속초시,속초시 전체,금호동,힐스테이트 속초,2026,2026-05,925,일반/국평형,(주)무궁화신탁
충청북도,청주시,흥덕구,봉명동,월명공원 한라비발디 온더파크,2026,2026-05,874,일반/국평형,주식회사 코람코자산신탁
전라북도,군산시,군산시 전체,조촌동,군산 경남아너스빌 디오션,2026,2026-05,873,일반/국평형,경남기업(주)
경기도,화성시,화성시 전체,봉담읍,봉담 중흥S-클래스 센트럴에듀,2026,2026-05,806,일반/국평형,더뉴봉담(주)
인천광역시,인천광역시,서구,불로동,인천검단신도시 디에트르 더 에듀(AA20BL),2026,2026-05,781,일반/국평형,대방개발기업(주)
대전광역시,대전광역시,서구,도마동,한화 포레나 대전월평공원 2단지,2026,2026-05,690,일반/국평형,교보자산신탁(주)
대전광역시,대전광역시,서구,정림동,한화 포레나 대전월평공원 1단지,2026,2026-05,659,일반/국평형,교보자산신탁(주)
인천광역시,인천광역시,서구,가정동,인천가정2지구 A-2블록 신혼희망타운 공공분양주택(본청약),2026,2026-05,534,일반/국평형,한국토지주택공사 인천지역본부
광주광역시,광주광역시,동구,계림동,교대역 모아엘가 그랑데,2026,2026-05,461,일반/국평형,계림4구역 주택재개발정비사업조합
경기도,시흥시,시흥시 전체,정왕동,시화MTV 푸르지오 디오션,2026,2026-05,400,일반/국평형,(주)대한씨앤디
경상남도,거제시,거제시 전체,아주2로,덕진 거제의 봄 우선분양전환 후 공가세대,2026,2026-05,376,일반/국평형,덕진종합건설주식회사
경기도,성남시,수정구,성남신촌,엘리프 성남신촌,2026,2026-05,320,일반/국평형,계룡건설산업(주)
인천광역시,인천광역시,서구,가정동,인천가정2 A2블록 신혼희망타운(공공분양) 추가모집,2026,2026-05,255,일반/국평형,한국토지주택공사 인천지역본부
경기도,안양시,만안구,석수2동,안양자이 더 포레스트,2026,2026-05,212,일반/국평형,화창지구재개발정비사업조합
부산광역시,부산광역시,해운대구,송정동,더폴 디오션,2026,2026-05,184,일반/국평형,케이비부동산신탁(주)
경상남도,김해시,김해시 전체,삼문동,김해 대청천 에피트,2026,2026-05,131,일반/국평형,장유삼문지역주택조합
부산광역시,부산광역시,남구,대연동,한화포레나 부산대연,2026,2026-05,104,일반/국평형,대연3구역재건축정비사업조합
부산광역시,부산광역시,금정구,구서동,구서 다움포레,2026,2026-05,68,일반/국평형,비엠산업개발주식회사
광주광역시,광주광역시,서구,마륵동,상무 양우내안애 퍼스트힐,2026,2026-05,57,일반/국평형,마륵동연화지역주택조합
경기도,안양시,만안구,안양동,힐스테이트 안양펠루스,2026,2026-05,55,일반/국평형,(주)무궁화신탁
서울특별시,서울특별시,강동구,천호동,VIORR(비오르),2026,2026-05,53,일반/국평형,케이비부동산신탁(주)
광주광역시,광주광역시,서구,마륵동,상무 양우내안애 퍼스트힐(조합원 취소분),2026,2026-05,10,일반/국평형,마륵동연화지역주택조합
경기도,오산시,오산시 전체,경기대로,힐스테이트 오산 더퍼스트(조합원 자격상실 및 제명세대)(2회차),2026,2026-05,9,일반/국평형,오산시현대지역주택조합
경기도,광주시,광주시 전체,역동,광주 더파크 비스타 데시앙,2026,2026-04,1690,일반/국평형,(주)무궁화신탁
대구광역시,대구광역시,남구,대명3동,대명자이 그랜드시티,2026,2026-04,1501,일반/국평형,대명3동뉴타운주택재개발정비사업조합
경기도,오산시,오산시 전체,궐동,오산세교2지구 A-3블록 파라곤,2026,2026-04,1068,일반/국평형,주식회사 라인하우징
충청북도,청주시,서원구,개신동,청주 동일하이빌 파크레인 2단지,2026,2026-04,800,일반/국평형,주식회사 하나자산신탁
경기도,의정부시,의정부시 전체,호원동,힐스테이트 회룡역파크뷰,2026,2026-04,674,일반/국평형,신한자산신탁 주식회사
광주광역시,광주광역시,북구,운암동,운암자이포레나 퍼스티체 2단지,2026,2026-04,561,일반/국평형,운암3단지재건축정비사업조합
인천광역시,인천광역시,중구,운남동,영종 오션파크 모아엘가 그랑데,2026,2026-04,560,일반/국평형,덕평산업개발(주)
대구광역시,대구광역시,동구,신천동,벤처밸리 푸르지오,2026,2026-04,540,일반/국평형,대한토지신탁(주)
대구광역시,대구광역시,동구,신천동,힐스테이트 동대구 센트럴,2026,2026-04,481,일반/국평형,우리자산신탁 주식회사
인천광역시,인천광역시,서구,원당동,검단신도시 롯데캐슬 넥스티엘,2026,2026-04,372,일반/국평형,넥스트브이시티피에프브이(주)
경기도,고양시,일산동구,멱절길,고양장항지구 A-2블록 신혼희망타운(공공분양),2026,2026-04,371,일반/국평형,한국토지주택공사 경기북부지역본부
광주광역시,광주광역시,북구,운암동,운암자이포레나 퍼스티체 1단지,2026,2026-04,354,일반/국평형,운암3단지재건축정비사업조합
광주광역시,광주광역시,북구,운암동,운암자이포레나 퍼스티체 3단지,2026,2026-04,277,일반/국평형,운암3단지재건축정비사업조합
인천광역시,인천광역시,중구,자연대로,오션포레베네스트하우스(미단시티 공동8BL),2026,2026-04,253,일반/국평형,(주)시너지밸류제2호
인천광역시,인천광역시,미추홀구,학익2동,포레나 인천학익,2026,2026-04,250,일반/국평형,학익4주택재개발정비사업조합
대구광역시,대구광역시,북구,칠성동,대구역 센트레빌 더 오페라,2026,2026-04,245,일반/국평형,(주)한국토지신탁
서울특별시,서울특별시,동대문구,청량리동,청량리 롯데캐슬 하이루체,2026,2026-04,173,일반/국평형,청량리제7구역주택재개발정비사업조합
대전광역시,대전광역시,서구,변동,변동 동건아파트 우선분양전환 후 잔여세대,2026,2026-04,139,일반/국평형,동건종합건설(주)
인천광역시,인천광역시,연수구,동춘동,연수 월드메르디앙 어반포레,2026,2026-04,133,일반/국평형,대신자산신탁 주식회사
서울특별시,서울특별시,구로구,개봉동,개봉 루브루,2026,2026-04,114,일반/국평형,길훈아파트 주택재건축정비사업조합
울산광역시,울산광역시,중구,우정동,우정동 한양립스 더 센트럴,2026,2026-04,99,일반/국평형,우정동뉴시티지역주택조합
충청북도,충주시,충주시 전체,용산동,어썸웨이브 용산,2026,2026-04,90,일반/국평형,한국투자부동산신탁 주식회사
서울특별시,서울특별시,노원구,노원로,해링턴플레이스 노원 센트럴,2026,2026-04,61,일반/국평형,주식회사 엘앤피개발
전북특별자치도,완주군,완주군 전체,이서면,전주·완주 혁신도시 에코르 2단지 공가세대 일반공급,2026,2026-04,29,일반/국평형,전북개발공사
경기도,평택시,평택시 전체,현덕면,힐스테이트 평택 화양,2026,2026-03,1571,일반/국평형,신한자산신탁 주식회사
경기도,평택시,가재지구,도시개발사업,지제역 반도체밸리 제일풍경채 2블록,2026,2026-03,1152,일반/국평형,주식회사 씨지주택
부산광역시,부산광역시,강서구,강동동,에코델타시티 대성베르힐 17BL,2026,2026-03,1120,일반/국평형,주식회사 부산에코델타시티피에프브이
충청남도,아산시,아산시 전체,모종동,힐스테이트 모종 블랑루체,2026,2026-03,1060,일반/국평형,한국자산신탁(주)
경기도,파주시,운정3지구,A19블록(경기도,운정자이 시그니처,2026,2026-03,988,일반/국평형,지에스건설(주)
강원도,원주시,원주시 전체,원동,두산위브더제니스 센트럴 원주,2026,2026-03,952,일반/국평형,원동남산지구 주택재개발정비사업조합
경기도,구리시,구리시 전체,인창동,구리역 롯데캐슬 시그니처,2026,2026-03,679,일반/국평형,인창씨구역주택재개발정비사업조합
경상남도,사천시,사천시 전체,동금동,e편한세상 삼천포 오션프라임,2026,2026-03,677,일반/국평형,대한토지신탁(주)
경기도,안성시,안성시 전체,공도읍,해링턴 플레이스 진사(2BL),2026,2026-03,637,일반/국평형,우리자산신탁 주식회사
전라북도,군산시,군산시 전체,지곡동,군산 한라비발디 더프라임,2026,2026-03,633,일반/국평형,코리아신탁(주)
인천광역시,인천광역시,서구,불로동,인천 검단신도시 AB19블럭 호반써밋(본청약),2026,2026-03,555,일반/국평형,(주)호반건설
경기도,의왕시,고천공공주택지구,B-2BL,제일풍경채 의왕고천(본청약),2026,2026-03,466,일반/국평형,의왕고천피에프브이 주식회사
경기도,안성시,안성시 전체,공도읍,해링턴 플레이스 진사(1BL),2026,2026-03,355,일반/국평형,우리자산신탁 주식회사
경상남도,거제시,거제시 전체,장승포동,거제 유림노르웨이숲 디오션,2026,2026-03,299,일반/국평형,교보자산신탁(주)
서울특별시,서울특별시,영등포구,양평동,영등포자이 디그니티,2026,2026-03,185,일반/국평형,양평제12구역도시환경정비사업조합
서울특별시,서울특별시,도봉구,도봉2동,도봉 금호어울림 리버파크,2026,2026-03,130,일반/국평형,도봉제2구역주택재개발정비사업조합
대전광역시,대전광역시,동구,가양동,가양동 다우갤러리 휴리움,2026,2026-03,63,일반/국평형,동신아파트주택재건축정비사업조합
제주특별자치도,서귀포시,서귀포시 전체,표선면,리첸시아 표선 IB EDU,2026,2026-03,50,일반/국평형,주식회사 태흥주택건설
울산광역시,울산광역시,중구,종가로,울산 우정혁신도시 B1블록(골드클래스) 분양전환 후 잔여세대,2026,2026-03,34,일반/국평형,골드클래스 주식회사
경상남도,양산시,양산시 전체,중부동,우방아이유쉘 중부센트럴,2026,2026-03,34,일반/국평형,양산중부동지역주택조합
광주광역시,광주광역시,남구,지석동,힐스테이트 지석(조합원취소분),2026,2026-03,9,일반/국평형,더디시파크지역주택조합
경상남도,김해시,김해시 전체,신문동,더샵 신문그리니티,2026,2026-02,1146,일반/국평형,(주)무궁화신탁
경기도,화성시,화성시 전체,신동,동탄신도시 금강펜테리움 6차 센트럴파크(A59블럭),2026,2026-02,1103,일반/국평형,(주)펜테리움건설
경기도,파주시,파주시 전체,동패동,파주운정3지구 A23블록 공공분양주택,2026,2026-02,1012,일반/국평형,한국토지주택공사 인천지역본부
경상남도,창원시,의창구,사화동,창원 롯데캐슬 포레스트 2BL,2026,2026-02,998,일반/국평형,대신자산신탁 주식회사
대구광역시,대구광역시,남구,대명동,힐스테이트 대명 센트럴 2차,2026,2026-02,977,일반/국평형,주식회사 하나자산신탁
대전광역시,대전광역시,유성구,학하동,포레나 대전학하 1단지,2026,2026-02,872,일반/국평형,주식회사 하나자산신탁
경기도,이천시,이천시 전체,이천중리,이천중리B2-BL 우미린 트리쉐이드,2026,2026-02,849,일반/국평형,이천중리비투피에프브이(주)
충청남도,아산시,아산시 전체,용화동,아산자이 그랜드파크 2단지,2026,2026-02,849,일반/국평형,주식회사 하나자산신탁
충남,아산시,아산시 전체,배방읍,힐스테이트 자이 아산센텀,2026,2026-02,787,일반/국평형,주식회사 아산탕정고양삼송주택개발위탁관리부동산투자회사
충청남도,아산시,아산시 전체,용화동,아산자이 그랜드파크 1단지,2026,2026-02,739,일반/국평형,주식회사 하나자산신탁
경기도,화성시,화성시 전체,송산동,화성태안3지구 B-3블록 공공분양주택(본청약),2026,2026-02,688,일반/국평형,한국토지주택공사 경기남부지역본부
대구광역시,대구광역시,북구,칠성동,힐스테이트 칠성 더오페라,2026,2026-02,577,일반/국평형,우리자산신탁 주식회사
충청남도,천안시,동남구,용곡동,천안 일봉공원 호반써밋 센트럴파크(1BL),2026,2026-02,453,일반/국평형,한국자산신탁(주)
부산광역시,부산광역시,동구,범일동,퀸즈이즈카운티,2026,2026-02,268,일반/국평형,(주)무궁화신탁
경기도,수원시,권선구,오목천동,오목천역 더리브,2026,2026-02,201,일반/국평형,신한자산신탁 주식회사
경상남도,진주시,진주시 전체,주약동,백년문화공원 극동스타클래스,2026,2026-02,166,일반/국평형,주식회사 하나자산신탁
대전광역시,대전광역시,서구,용문동,대전 에테르 스위첸,2026,2026-02,138,일반/국평형,신한자산신탁 주식회사
광주광역시,광주광역시,광산구,하산동,광산센트럴파크,2026,2026-02,117,일반/국평형,광산센트럴파크지역주택조합
제주특별자치도,제주시,제주시 전체,외도일동,외도 성원상떼빌,2026,2026-02,83,일반/국평형,코리아신탁(주)
경기도,부천시,부천시 전체,괴안동,역곡역 아테움 스위첸,2026,2026-02,50,일반/국평형,청암아파트소규모재건축사업조합
경기도,광명시,광명시 전체,소하동,광명 소하 신원아침도시1,2026,2026-02,33,일반/국평형,정우연립소규모주택재건축정비사업조합
부산광역시,부산광역시,남구,우암동,두산위브더제니스 오션시티,2026,2026-01,2033,일반/국평형,우암2구역주택재개발정비사업조합
대구광역시,대구광역시,남구,대명동,e편한세상 명덕역 퍼스트마크,2026,2026-01,1112,일반/국평형,대명2동명덕지구주택재개발정비사업조합
광주광역시,광주광역시,서구,금호동,위파크 마륵공원,2026,2026-01,917,일반/국평형,마륵파크 주식회사
강원도,고성군,고성군 전체,토성면,아야진 라메르 데시앙,2026,2026-01,811,일반/국평형,(주)무궁화신탁
충청북도,청주시,서원구,개신동,청주 동일하이빌 파크레인,2026,2026-01,800,일반/국평형,주식회사 하나자산신탁
인천광역시,인천광역시,동구,송림동,인천 두산위브 더센트럴,2026,2026-01,785,일반/국평형,송림3지구 주택재개발정비사업조합
부산광역시,부산광역시,부산진구,가야동,가야역 롯데캐슬 스카이엘,2026,2026-01,725,일반/국평형,신한자산신탁(주)
대구광역시,대구광역시,수성구,범어동,어나드 범어,2026,2026-01,604,일반/국평형,대구엠비씨부지복합개발피에프브이(주)
경기도,수원시,팔달구,지동,수원성 중흥S-클래스,2026,2026-01,593,일반/국평형,제115다시10구역주택재개발정비사업조합
경기도,광명시,광명시 전체,철산동,철산자이 브리에르,2026,2026-01,393,일반/국평형,철산주공10과11단지 주택재건축정비사업조합
경상남도,김해시,김해시 전체,삼계동,김해 삼계 동일스위트,2026,2026-01,299,일반/국평형,(주)동일
강원도,양양군,양양군 전체,양양읍,양양 금호어울림 더퍼스트,2026,2026-01,279,일반/국평형,한국자산신탁(주)
서울특별시,서울특별시,강동구,천호동,e편한세상 강동 프레스티지원,2026,2026-01,263,일반/국평형,천호3주택재건축정비사업조합
